"GEO","National Occupational Classification","VALUE"
"Ontario","Labourers in rubber and plastic products manufacturing [9615]","155"
"Ontario","Labourers in textile processing [9616]","0"
"Ontario","Labourers in food and beverage processing [9617]","0"
"Ontario","Labourers in fish and seafood processing [9618]","0"
"Ontario","Other labourers in processing, manufacturing and utilities [9619]","305"
"Ontario","Unclassified occupations","0"
"Manitoba","Total, all occupations","24825"
"Manitoba","Management occupations [0]","975"
"Manitoba","Senior management occupations [00]","0"
"Manitoba","Legislators and senior management [001]","0"
"Manitoba","Legislators [0011]","0"
"Manitoba","Senior government managers and officials [0012]","0"
"Manitoba","Senior managers - financial, communications and other business services [0013]","0"
"Manitoba","Senior managers - health, education, social and community services and membership organizations [0014]","0"
"Manitoba","Senior managers - trade, broadcasting and other services, not elsewhere classified (n.e.c.) [0015]","0"
"Manitoba","Senior managers - construction, transportation, production and utilities [0016]","0"
"Manitoba","Specialized middle management occupations [01-05]","475"
"Manitoba","Administrative services managers [011]","165"
"Manitoba","Financial managers [0111]","110"
"Manitoba","Human resources managers [0112]","25"
"Manitoba","Purchasing managers [0113]","0"
"Manitoba","Other administrative services managers [0114]","0"
"Manitoba","Managers in financial and business services [012]","85"
"Manitoba","Insurance, real estate and financial brokerage managers [0121]","0"
"Manitoba","Banking, credit and other investment managers [0122]","0"
"Manitoba","Advertising, marketing and public relations managers [0124]","0"
"Manitoba","Other business services managers [0125]","0"
"Manitoba","Managers in communication (except broadcasting) [013]","0"
"Manitoba","Telecommunication carriers managers [0131]","0"
"Manitoba","Postal and courier services managers [0132]","0"
"Manitoba","Managers in engineering, architecture, science and information systems [021]","75"
"Manitoba","Engineering managers [0211]","0"
"Manitoba","Architecture and science managers [0212]","0"
"Manitoba","Computer and information systems managers [0213]","0"
"Manitoba","Managers in health care [031]","55"
"Manitoba","Managers in health care [0311]","55"
"Manitoba","Managers in public administration [041]","10"
"Manitoba","Government managers - health and social policy development and program administration [0411]","0"
"Manitoba","Government managers - economic analysis, policy development and program administration [0412]","0"
"Manitoba","Government managers - education policy development and program administration [0413]","0"
"Manitoba","Other managers in public administration [0414]","10"
"Manitoba","Managers in education and social and community services [042]","0"
"Manitoba","Administrators - post-secondary education and vocational training [0421]","0"
"Manitoba","School principals and administrators of elementary and secondary education [0422]","0"
"Manitoba","Managers in social, community and correctional services [0423]","0"
"Manitoba","Managers in public protection services [043]","0"
"Manitoba","Commissioned police officers [0431]","0"
"Manitoba","Fire chiefs and senior firefighting officers [0432]","0"
"Manitoba","Commissioned officers of the Canadian Armed Forces [0433]","0"
"Manitoba","Managers in art, culture, recreation and sport [051]","0"
"Manitoba","Library, archive, museum and art gallery managers [0511]","0"
"Manitoba","Managers - publishing, motion pictures, broadcasting and performing arts [0512]","0"
"Manitoba","Recreation, sports and fitness program and service directors [0513]","0"
"Manitoba","Middle management occupations in retail and wholesale trade and customer services [06]","350"
"Manitoba","Corporate sales managers [060]","0"
"Manitoba","Corporate sales managers [0601]","0"
"Manitoba","Retail and wholesale trade managers [062]","150"
"Manitoba","Retail and wholesale trade managers [0621]","150"
"Manitoba","Managers in food service and accommodation [063]","150"
"Manitoba","Restaurant and food service managers [0631]","0"
"Manitoba","Accommodation service managers [0632]","0"
"Manitoba","Managers in customer and personal services, not elsewhere classified (n.e.c.) [065]","0"
"Manitoba","Managers in customer and personal services, not elsewhere classified (n.e.c.) [0651]","0"
"Manitoba","Middle management occupations in trades, transportation, production and utilities [07-09]","110"
"Manitoba","Managers in construction and facility operation and maintenance [071]","85"
"Manitoba","Construction managers [0711]","35"
"Manitoba","Home building and renovation managers [0712]","0"
"Manitoba","Facility operation and maintenance managers [0714]","50"
"Manitoba","Managers in transportation [073]","0"
"Manitoba","Managers in transportation [0731]","0"
"Manitoba","Managers in natural resources production and fishing [081]","0"
"Manitoba","Managers in natural resources production and fishing [0811]","0"
"Manitoba","Managers in agriculture, horticulture and aquaculture [082]","0"
"Manitoba","Managers in agriculture [0821]","0"
"Manitoba","Managers in horticulture [0822]","0"
"Manitoba","Managers in aquaculture [0823]","0"
"Manitoba","Managers in manufacturing and utilities [091]","20"
"Manitoba","Manufacturing managers [0911]","0"
"Manitoba","Utilities managers [0912]","0"
"Manitoba","Business, finance and administration occupations [1]","2865"
"Manitoba","Professional occupations in business and finance [11]","460"
"Manitoba","Auditors, accountants and investment professionals [111]","240"
"Manitoba","Financial auditors and accountants [1111]","155"
"Manitoba","Financial and investment analysts [1112]","0"
"Manitoba","Securities agents, investment dealers and brokers [1113]","0"
"Manitoba","Other financial officers [1114]","0"
"Manitoba","Human resources and business service professionals [112]","220"
"Manitoba","Human resources professionals [1121]","75"
"Manitoba","Professional occupations in business management consulting [1122]","60"
"Manitoba","Professional occupations in advertising, marketing and public relations [1123]","85"
"Manitoba","Administrative and financial supervisors and administrative occupations [12]","725"
"Manitoba","Administrative services supervisors [121]","90"
"Manitoba","Supervisors, general office and administrative support workers [1211]","0"
"Manitoba","Supervisors, finance and insurance office workers [1212]","35"
"Manitoba","Supervisors, library, correspondence and related information workers [1213]","0"
"Manitoba","Supervisors, mail and message distribution occupations [1214]","0"
"Manitoba","Supervisors, supply chain, tracking and scheduling co-ordination occupations [1215]","35"
"Manitoba","Administrative and regulatory occupations [122]","250"
"Manitoba","Administrative officers [1221]","115"
"Manitoba","Executive assistants [1222]","20"
"Manitoba","Human resources and recruitment officers [1223]","0"
"Manitoba","Property administrators [1224]","55"
"Manitoba","Purchasing agents and officers [1225]","0"
"Manitoba","Conference and event planners [1226]","0"
"Manitoba","Court officers and justices of the peace [1227]","0"
"Manitoba","Employment insurance, immigration, border services and revenue officers [1228]","0"
"Manitoba","Office administrative assistants - general, legal and medical [124]","370"
"Manitoba","Administrative assistants [1241]","0"
"Manitoba","Legal administrative assistants [1242]","10"
"Manitoba","Medical administrative assistants [1243]","0"
"Manitoba","Court reporters, transcriptionists, records management technicians and statistical officers [125]","10"
"Manitoba","Court reporters, medical transcriptionists and related occupations [1251]","0"
"Manitoba","Health information management occupations [1252]","0"
"Manitoba","Records management technicians [1253]","0"
"Manitoba","Statistical officers and related research support occupations [1254]","0"
"Manitoba","Finance, insurance and related business administrative occupations [13]","125"
"Manitoba","Finance, insurance and related business administrative occupations [131]","125"
"Manitoba","Accounting technicians and bookkeepers [1311]","55"
"Manitoba","Insurance adjusters and claims examiners [1312]","0"
"Manitoba","Insurance underwriters [1313]","0"
"Manitoba","Assessors, valuators and appraisers [1314]","0"
"Manitoba","Customs, ship and other brokers [1315]","0"
"Manitoba","Office support occupations [14]","845"
"Manitoba","General office workers [141]","625"
"Manitoba","General office support workers [1411]","400"
"Manitoba","Receptionists [1414]","210"
"Manitoba","Personnel clerks [1415]","15"
"Manitoba","Court clerks [1416]","0"
"Manitoba","Office equipment operators [142]","10"
"Manitoba","Data entry clerks [1422]","10"
"Manitoba","Desktop publishing operators and related occupations [1423]","0"
"Manitoba","Financial, insurance and related administrative support workers [143]","160"
"Manitoba","Accounting and related clerks [1431]","110"
"Manitoba","Payroll administrators [1432]","30"
"Manitoba","Banking, insurance and other financial clerks [1434]","15"
"Manitoba","Collectors [1435]","0"
"Manitoba","Library, correspondence and other clerks [145]","0"
"Manitoba","Library assistants and clerks [1451]","0"
"Manitoba","Correspondence, publication and regulatory clerks [1452]","0"
"Manitoba","Survey interviewers and statistical clerks [1454]","0"
"Manitoba","Distribution, tracking and scheduling co-ordination occupations [15]","710"
"Manitoba","Mail and message distribution occupations [151]","0"
"Manitoba","Mail, postal and related workers [1511]","0"
"Manitoba","Letter carriers [1512]","0"
"Manitoba","Couriers, messengers and door-to-door distributors [1513]","0"
"Manitoba","Supply chain logistics, tracking and scheduling co-ordination occupations [152]","0"
"Manitoba","Shippers and receivers [1521]","60"
